Rundvekt;CatchLat;CatchLon;Location;Date
50.0;68.383;13.617;(68.383, 13.617);2024-07-05
2000.0;68.35;13.5;(68.35, 13.5);2024-07-05
7000.0;68.317;13.417;(68.317, 13.417);2024-07-05
4000.0;68.283;13.333;(68.283, 13.333);2024-07-05
2000.0;69.0;15.883;(69.0, 15.883);2024-07-05
5000.0;68.35;13.517;(68.35, 13.517);2024-07-05
14500.0;68.35;13.483;(68.35, 13.483);2024-07-05
3000.0;68.267;13.35;(68.267, 13.35);2024-07-05
3000.0;67.65;12.717;(67.65, 12.717);2024-07-05
5200.0;68.244;13.42;(68.244, 13.42);2024-07-06
4100.0;68.253;13.419;(68.253, 13.419);2024-07-06
6100.0;68.279;13.482;(68.279, 13.482);2024-07-06
3000.0;68.367;13.833;(68.367, 13.833);2024-07-06
9900.0;68.292;13.518;(68.292, 13.518);2024-07-06
3000.0;68.291;13.523;(68.291, 13.523);2024-07-06
5000.0;68.283;13.484;(68.283, 13.484);2024-07-06
4400.0;68.259;13.418;(68.259, 13.418);2024-07-06
7500.0;68.25;13.417;(68.25, 13.417);2024-07-06
8000.0;68.267;13.417;(68.267, 13.417);2024-07-06
6.0;68.267;13.417;(68.267, 13.417);2024-07-06
10000.0;68.25;13.417;(68.25, 13.417);2024-07-06
18000.0;68.233;13.4;(68.233, 13.4);2024-07-06
3000.0;68.2;13.133;(68.2, 13.133);2024-07-06
3000.0;68.267;13.417;(68.267, 13.417);2024-07-06
23000.0;67.767;12.783;(67.767, 12.783);2024-07-06
11000.0;68.233;13.417;(68.233, 13.417);2024-07-06
4500.0;68.267;13.467;(68.267, 13.467);2024-07-06
20000.0;68.267;13.45;(68.267, 13.45);2024-07-06
3000.0;68.267;13.483;(68.267, 13.483);2024-07-06
13000.0;68.267;13.467;(68.267, 13.467);2024-07-06
8000.0;68.367;13.8;(68.367, 13.8);2024-07-06
800.0;68.383;13.767;(68.383, 13.767);2024-07-06
6000.0;68.267;13.433;(68.267, 13.433);2024-07-06
4000.0;68.25;13.4;(68.25, 13.4);2024-07-06
7000.0;68.267;13.433;(68.267, 13.433);2024-07-07
13000.0;68.25;13.417;(68.25, 13.417);2024-07-07
5000.0;68.267;13.45;(68.267, 13.45);2024-07-07
20000.0;68.25;13.367;(68.25, 13.367);2024-07-07
3000.0;68.267;13.45;(68.267, 13.45);2024-07-07
2500.0;68.283;13.5;(68.283, 13.5);2024-07-07
3000.0;68.567;14.233;(68.567, 14.233);2024-07-07
1000.0;68.333;13.7;(68.333, 13.7);2024-07-07
10000.0;68.233;13.367;(68.233, 13.367);2024-07-07
8000.0;68.267;13.45;(68.267, 13.45);2024-07-07
2500.0;68.233;13.417;(68.233, 13.417);2024-07-07
10000.0;68.033;13.5;(68.033, 13.5);2024-07-07
5500.0;68.333;13.6;(68.333, 13.6);2024-07-07
6000.0;68.45;14.417;(68.45, 14.417);2024-07-07
12500.0;68.169;13.435;(68.169, 13.435);2024-07-07
7400.0;68.25;13.398;(68.25, 13.398);2024-07-07
7800.0;68.249;13.423;(68.249, 13.423);2024-07-07
32000.0;68.233;13.383;(68.233, 13.383);2024-07-07
5000.0;68.333;13.65;(68.333, 13.65);2024-07-08
2500.0;68.233;13.367;(68.233, 13.367);2024-07-08
2000.0;68.233;13.333;(68.233, 13.333);2024-07-08
4000.0;66.828;13.566;(66.828, 13.566);2024-07-08
1000.0;68.233;13.383;(68.233, 13.383);2024-07-08
1500.0;68.267;13.483;(68.267, 13.483);2024-07-09
7000.0;67.667;13.517;(67.667, 13.517);2024-07-09
35000.0;67.75;13.75;(67.75, 13.75);2024-07-10
260.0;66.917;9.667;(66.917, 9.667);2024-07-10
100.0;67.767;13.783;(67.767, 13.783);2024-07-10
100.0;66.783;12.167;(66.783, 12.167);2024-07-10
28000.0;67.767;13.783;(67.767, 13.783);2024-07-10
64000.0;67.733;13.817;(67.733, 13.817);2024-07-10
22000.0;67.733;13.733;(67.733, 13.733);2024-07-10
10000.0;67.75;13.7;(67.75, 13.7);2024-07-10
40000.0;67.766;13.744;(67.766, 13.744);2024-07-10
26000.0;67.75;13.733;(67.75, 13.733);2024-07-10
13000.0;67.75;13.783;(67.75, 13.783);2024-07-10
53000.0;67.767;13.783;(67.767, 13.783);2024-07-10
6000.0;67.767;13.683;(67.767, 13.683);2024-07-10
4400.0;68.467;14.283;(68.467, 14.283);2024-07-10
20000.0;67.765;13.762;(67.765, 13.762);2024-07-10
1000.0;68.483;14.633;(68.483, 14.633);2024-07-10
6000.0;67.717;13.633;(67.717, 13.633);2024-07-10
21000.0;67.783;13.267;(67.783, 13.267);2024-07-11
10000.0;67.6;13.733;(67.6, 13.733);2024-07-11
17000.0;67.567;13.7;(67.567, 13.7);2024-07-11
7000.0;68.3;13.533;(68.3, 13.533);2024-07-11
12000.0;67.8;13.833;(67.8, 13.833);2024-07-11
8500.0;67.783;13.833;(67.783, 13.833);2024-07-11
10000.0;67.584;13.669;(67.584, 13.669);2024-07-11
160.0;67.817;8.617;(67.817, 8.617);2024-07-11
470.0;67.717;11.233;(67.717, 11.233);2024-07-11
3000.0;67.683;13.867;(67.683, 13.867);2024-07-11
11000.0;67.717;13.8;(67.717, 13.8);2024-07-11
2000.0;67.7;13.9;(67.7, 13.9);2024-07-11
3000.0;67.7;13.917;(67.7, 13.917);2024-07-11
12000.0;67.567;13.667;(67.567, 13.667);2024-07-11
3000.0;67.797;13.225;(67.797, 13.225);2024-07-12
5000.0;68.083;13.6;(68.083, 13.6);2024-07-12
2800.0;68.25;13.383;(68.25, 13.383);2024-07-12
5000.0;68.4;14.367;(68.4, 14.367);2024-07-13
100.0;68.4;14.367;(68.4, 14.367);2024-07-13
8000.0;68.383;14.3;(68.383, 14.3);2024-07-13
10000.0;68.367;13.983;(68.367, 13.983);2024-07-13
3000.0;68.4;14.333;(68.4, 14.333);2024-07-13
12000.0;68.4;14.367;(68.4, 14.367);2024-07-13
30000.0;68.367;14.283;(68.367, 14.283);2024-07-13
20000.0;68.367;14.283;(68.367, 14.283);2024-07-13
5000.0;67.783;13.333;(67.783, 13.333);2024-07-13
35000.0;68.4;14.367;(68.4, 14.367);2024-07-13
7000.0;68.45;14.25;(68.45, 14.25);2024-07-14
8.0;68.367;9.05;(68.367, 9.05);2024-07-14
7000.0;68.417;14.15;(68.417, 14.15);2024-07-14
470.0;68.4;11.7;(68.4, 11.7);2024-07-14
7000.0;68.717;15.117;(68.717, 15.117);2024-07-15
3600.0;68.45;14.133;(68.45, 14.133);2024-07-16
30.0;68.45;14.133;(68.45, 14.133);2024-07-16
2000.0;68.65;14.783;(68.65, 14.783);2024-07-16
11000.0;68.717;15.05;(68.717, 15.05);2024-07-16
4000.0;68.667;14.867;(68.667, 14.867);2024-07-16
4000.0;68.65;14.8;(68.65, 14.8);2024-07-16
3500.0;68.2;16.183;(68.2, 16.183);2024-07-18
5000.0;68.267;15.183;(68.267, 15.183);2024-07-18
6000.0;68.317;15.5;(68.317, 15.5);2024-07-18
4500.0;68.2;16.2;(68.2, 16.2);2024-07-18
500.0;68.2;16.183;(68.2, 16.183);2024-07-18
